call_id,speaker_id,is_appuser,is_customer,affiliation
114693257837011828,131397163612457753,0,1,NONCOMPANY
114693257837011828,7851519562934444124,1,0,COMPANY
114915053951596554,8489979814257662882,1,0,COMPANY
114915053951596554,8398969647512013525,0,1,NONCOMPANY
115993376241473405,701347859751042511,1,0,COMPANY
115993376241473405,1900994018442076934,0,0,NONCOMPANY
117756027853862522,8967687009565679550,1,0,COMPANY
117756027853862522,6551771873881624440,0,1,NONCOMPANY
121988614408176741,2395658242092778563,0,0,NONCOMPANY
121988614408176741,7143561747380720862,1,0,COMPANY
129908623651755783,4531663742733855772,0,1,NONCOMPANY
129908623651755783,6928778639516415618,1,0,COMPANY
130120584930808217,2323461135522246271,1,0,COMPANY
130120584930808217,911756212260096685,0,1,NONCOMPANY
132972962796161452,4546931310938590797,0,1,NONCOMPANY
132972962796161452,3451452141456128403,1,0,COMPANY
136512779741955475,3861958943977840080,0,1,NONCOMPANY
136512779741955475,3007655246644806947,1,0,COMPANY
136710407942207342,1375421390718585841,1,0,COMPANY
136710407942207342,3695744279689411169,0,1,NONCOMPANY
145719750693959754,5228520587057199559,1,0,COMPANY
145719750693959754,83116200403983541,0,1,NONCOMPANY
145930133718416770,85797696550663206,0,1,NONCOMPANY
145930133718416770,1391333690141697600,1,0,COMPANY
149541683894884313,4663788508813079715,1,0,COMPANY
149541683894884313,6792022683623706603,0,1,NONCOMPANY
152481369238245127,4481289231987984206,1,0,COMPANY
152481369238245127,2634833954950060386,0,1,NONCOMPANY
152544874961026282,1953964365915802601,0,1,NONCOMPANY
152544874961026282,4797952295547342625,1,0,COMPANY
153852589374610010,1909168070575852485,1,0,COMPANY
153852589374610010,2603891987547627361,0,1,NONCOMPANY
155653581141261226,6276514389938214046,1,0,COMPANY
155653581141261226,9107762079310568661,0,1,NONCOMPANY
155738493646989632,257691710915102855,0,1,NONCOMPANY
155738493646989632,7930496593323076329,1,0,COMPANY
158077695245049958,6001740640051402200,0,1,NONCOMPANY
158077695245049958,8312466522339878018,1,0,COMPANY
158511635379008192,4640503749297816728,1,0,COMPANY
158511635379008192,1625535572795575707,0,1,NONCOMPANY
159235391028711215,2197921253446992189,0,1,NONCOMPANY
159235391028711215,466487602322108550,1,0,COMPANY
161093874594365054,4563217354209842484,0,1,NONCOMPANY
161093874594365054,2602574481805323482,1,0,COMPANY
166327630645603172,679171336709127696,0,1,NONCOMPANY
166327630645603172,8549993538021620009,1,0,COMPANY
170120054248039642,8983426628333322645,0,1,NONCOMPANY
170120054248039642,2772428518431342108,1,0,COMPANY
182914379443762208,7116851469915474611,0,1,NONCOMPANY
182914379443762208,1773493753681920555,1,0,COMPANY
189145272807645828,5202829619398249624,0,1,NONCOMPANY
189145272807645828,1974679026569294743,1,0,COMPANY
191402557323496208,2455859447168335555,0,1,NONCOMPANY
191402557323496208,6073498853947219266,1,0,COMPANY
192157141812315096,7709973505708881047,0,1,NONCOMPANY
192157141812315096,2588216527739612536,1,0,COMPANY
192433525344201886,4070227942119744460,0,1,NONCOMPANY
192433525344201886,2838702494167257952,1,0,COMPANY
193684489273009243,6041323649695172083,1,0,COMPANY
193684489273009243,8884040308716824033,0,1,NONCOMPANY
194775837808386530,2371731625080314297,1,0,COMPANY
194775837808386530,2938301083435297168,0,1,NONCOMPANY
195292757465862919,2913540339182224173,0,1,NONCOMPANY
195292757465862919,3037869922844418648,1,0,COMPANY
195492432886767002,2772428304586133453,0,1,NONCOMPANY
195492432886767002,2524232440081113323,1,0,COMPANY
200276472638680641,234585668962160706,0,1,NONCOMPANY
200276472638680641,5669999512518823665,1,0,COMPANY
207807170234756370,4089116495258567448,0,1,NONCOMPANY
207807170234756370,6217665540792464800,1,0,COMPANY
208360847095505206,8889375782239187799,1,0,COMPANY
208360847095505206,1565722185431932345,0,1,NONCOMPANY
217536398423654064,5235284191150446055,0,1,NONCOMPANY
217536398423654064,5565422291697012572,1,0,COMPANY
219458122012534648,4214076577205614305,0,1,NONCOMPANY
219458122012534648,2279897407765396814,1,0,COMPANY
219711245891677700,3697344435457132915,0,1,NONCOMPANY
219711245891677700,5810048411386902775,1,0,COMPANY
220165470695638777,7391787241272195856,0,1,NONCOMPANY
220165470695638777,2491827131646891091,1,0,COMPANY
223404774602160039,3242348894024376450,0,1,NONCOMPANY
223404774602160039,3567679964071439025,1,0,COMPANY
226865606622047788,3311215611547540628,0,1,NONCOMPANY
226865606622047788,7044837577710925553,1,0,COMPANY
228318961699117827,7766116152268976838,1,0,COMPANY
228318961699117827,468032613305755335,0,1,NONCOMPANY
229222039955954609,8534787816111570664,1,0,COMPANY
229222039955954609,8779518256768834436,0,1,NONCOMPANY
231383460519964460,552727720613098280,1,0,COMPANY
231383460519964460,4147918700490969278,0,1,NONCOMPANY
232955167023564426,4994240415316697134,0,1,NONCOMPANY
232955167023564426,3425672347328472772,1,0,COMPANY
233036292770822418,3260039889579995294,0,0,NONCOMPANY
233036292770822418,6600500236168831539,1,0,COMPANY
233902502656579016,3480643477423291143,0,1,NONCOMPANY
233902502656579016,8950513583277747054,1,0,COMPANY
239275030500197760,4217130670441799743,0,1,NONCOMPANY
239275030500197760,31442035283410153,1,0,COMPANY
241645848414832327,8579121054278181667,0,1,NONCOMPANY
241645848414832327,6875785702110482912,1,0,COMPANY
241887525066612368,289013903765909891,0,1,NONCOMPANY
241887525066612368,1163204451497879004,1,0,COMPANY
245112817717068818,2785924909758845686,0,1,NONCOMPANY
245112817717068818,5908977441439891510,1,0,COMPANY
248511393223964263,2788287052224568127,0,1,NONCOMPANY
248511393223964263,6050078252649022729,1,0,COMPANY
254244531915542383,9010123793727827241,0,1,NONCOMPANY
254244531915542383,2499263709180491753,1,0,COMPANY
256108739539061210,6809598060055702031,1,0,COMPANY
256108739539061210,7100926184473927157,0,1,NONCOMPANY
260040449461582863,716320067795943310,0,1,NONCOMPANY
260040449461582863,1518024306095171590,1,0,COMPANY
260820703872912539,4190455402674084987,1,0,COMPANY
260820703872912539,3425965589985794768,0,1,NONCOMPANY
263148911682369340,2901849691929093737,1,0,COMPANY
263148911682369340,1927263516730428691,0,1,NONCOMPANY
266165278630718156,6377310169869485253,0,1,NONCOMPANY
266165278630718156,7525907899127405315,1,0,COMPANY
272552824569942610,3969522167892900130,0,1,NONCOMPANY
272552824569942610,7221692975532403529,1,0,COMPANY
274986559740450839,2281665357835421803,1,0,COMPANY
274986559740450839,1597875158587737886,0,0,NONCOMPANY
275911733722265468,611129834360629066,1,0,COMPANY
275911733722265468,8135924832421954026,0,1,NONCOMPANY
276949058980001619,4235072465334964731,1,0,COMPANY
276949058980001619,874302391377776900,0,1,NONCOMPANY
277692269269310826,7794137513743548484,0,1,NONCOMPANY
277692269269310826,3018413106064746921,1,0,COMPANY
285049220257365252,758814165160011778,0,1,NONCOMPANY
285049220257365252,7088371310811336809,1,0,COMPANY
287994619596258006,8101023125769317637,0,1,NONCOMPANY
287994619596258006,1818866674970691733,1,0,COMPANY
288610298020937436,8004738062207383414,0,1,NONCOMPANY
288610298020937436,5326576517204003278,1,0,COMPANY
288726807402523913,7897809815515373781,0,1,NONCOMPANY
288726807402523913,3559992571830881148,1,0,COMPANY
290354459180211053,3846680124800078492,0,1,NONCOMPANY
290354459180211053,537642678860466919,1,0,COMPANY
291460197593864164,6285821194488961979,1,0,COMPANY
291460197593864164,1687578160567685664,0,1,NONCOMPANY
294113208123721899,1041991836121492057,1,0,COMPANY
294113208123721899,2703510097737283699,0,1,NONCOMPANY
303523228222845902,2979290021954695416,1,0,COMPANY
303523228222845902,6629503523964025175,0,1,NONCOMPANY
312558194717574008,2505384960477498364,0,1,NONCOMPANY
312558194717574008,6642636419545554823,1,0,COMPANY
314289253434412274,1708965628410027705,1,0,COMPANY
314289253434412274,6621550923578074067,0,1,NONCOMPANY
315125965852401742,5564562555470500313,0,1,NONCOMPANY
315125965852401742,8365785337601364214,1,0,COMPANY
315754391065691021,2853674580324160346,0,1,NONCOMPANY
315754391065691021,4317562340694528362,1,0,COMPANY
316175878024026106,1579820413993752038,0,1,NONCOMPANY
316175878024026106,5247952106851800356,1,0,COMPANY
319540673627883645,6594397242457253369,1,0,COMPANY
319540673627883645,4661061785200293804,0,1,NONCOMPANY
320659168676981438,8770529083831262612,1,0,COMPANY
320659168676981438,8548746328981674941,0,1,NONCOMPANY
321139936735401823,4428105130016569190,0,1,NONCOMPANY
321139936735401823,7872999535494175862,1,0,COMPANY
321349767084776717,741501863145312706,1,0,COMPANY
321349767084776717,554789393749561875,0,1,NONCOMPANY
321901161203988085,2352085538325791421,0,1,NONCOMPANY
321901161203988085,2849914658546476085,1,0,COMPANY
322013415419000236,2644482976840212817,1,0,COMPANY
322013415419000236,8109161504693230150,0,1,NONCOMPANY
327867859710945018,2048167479997298869,0,1,NONCOMPANY
327867859710945018,6948784815975062960,1,0,COMPANY
328124234175013042,332936235119203082,1,0,COMPANY
328124234175013042,3171314152002466486,0,1,NONCOMPANY
328834656528529306,4149857860188553970,0,1,NONCOMPANY
328834656528529306,5657220491036047087,1,0,COMPANY
329503748847863034,7286777297874476734,1,0,COMPANY
329503748847863034,6760929873164359232,0,1,NONCOMPANY
329510992889905902,9182490864216969333,1,0,COMPANY
329510992889905902,6141197189505072679,0,1,NONCOMPANY
329980167707756321,2582684505492507953,0,1,NONCOMPANY
329980167707756321,1904105402805536813,1,0,COMPANY
342762937985246591,7090841293654569610,0,1,NONCOMPANY
342762937985246591,5580350372845393831,1,0,COMPANY
347468131589451650,391779812138550007,1,0,COMPANY
347468131589451650,3604511541256366500,0,1,NONCOMPANY
347561945382477673,2913335924574202327,1,0,COMPANY
347561945382477673,7287108258313535709,0,1,NONCOMPANY
349784403695483756,5194731172543441876,1,0,COMPANY
349784403695483756,3914601700862377380,0,1,NONCOMPANY
355566632531108747,8263639273133377737,0,1,NONCOMPANY
355566632531108747,4256167720420150094,1,0,COMPANY
360455043914071892,5633331765729564898,1,0,COMPANY
360455043914071892,1716782574315826732,0,1,NONCOMPANY
362248068770127332,3725140980817696026,1,0,COMPANY
362248068770127332,824704529816112273,0,1,NONCOMPANY
363487790041026893,8691819288976579332,1,0,COMPANY
363487790041026893,5328071573297756995,0,1,NONCOMPANY
363922495819827157,8440214963393736506,0,1,NONCOMPANY
363922495819827157,5563004561930836125,1,0,COMPANY
364635636570545542,1420310083766875420,0,1,NONCOMPANY
364635636570545542,961214181049305495,1,0,COMPANY
366579795576630489,2962075229316273813,0,1,NONCOMPANY
366579795576630489,8781150539584642144,1,0,COMPANY
367452248343986517,3432551951082564090,0,1,NONCOMPANY
367452248343986517,9198070178843348048,1,0,COMPANY
369094832271718135,7134439933505133163,0,1,NONCOMPANY
369094832271718135,667457218705908717,1,0,COMPANY
372151372100328466,6636865738047383198,0,1,NONCOMPANY
372151372100328466,7859658456372788609,1,0,COMPANY
376109791981246205,296814809208646727,1,0,COMPANY
376109791981246205,4772770578515942239,0,1,NONCOMPANY
377429780201904193,6844641696399428588,1,0,COMPANY
377429780201904193,8455299020801599209,0,1,NONCOMPANY
378579251474891428,5985212973224406225,0,1,NONCOMPANY
378579251474891428,7049859941008969813,1,0,COMPANY
381998019117863693,721637148246391724,1,0,COMPANY
381998019117863693,6286896549605561773,0,1,NONCOMPANY
382879586430572031,7729604147052296180,1,0,COMPANY
382879586430572031,2174490536574305577,0,1,NONCOMPANY
383128491036292179,8073968927726621179,1,0,COMPANY
383128491036292179,8930034442790270367,0,1,NONCOMPANY
388597796394710729,2032288873045130666,0,1,NONCOMPANY
388597796394710729,4613360657198678634,1,0,COMPANY
390198417362642823,5931059999837175663,1,0,COMPANY
390198417362642823,7327825312918543132,0,1,NONCOMPANY
393662466358882876,4622344081569601966,1,0,COMPANY
393662466358882876,7205831060750271287,0,1,NONCOMPANY
394334971162602553,4844580998020954811,0,1,NONCOMPANY
394334971162602553,6166425433589228684,1,0,COMPANY
394873191688636638,2621650130089202470,1,0,COMPANY
394873191688636638,1836701781046846005,0,0,NONCOMPANY
396281818514807980,4645312035375063103,0,1,NONCOMPANY
396281818514807980,1027642897744829321,1,0,COMPANY
397255522493790496,447943081182687321,1,0,COMPANY
397255522493790496,4700377916951033108,0,1,NONCOMPANY
409547670107258113,5572130276033092761,0,1,NONCOMPANY
409547670107258113,6838483869997101034,1,0,COMPANY
411094276994581967,2815814647357391346,1,0,COMPANY
411094276994581967,7600895297911981462,0,1,NONCOMPANY
412548386775799942,2814261742848561909,1,0,COMPANY
412548386775799942,9080220531051925035,0,1,NONCOMPANY
416392138695128498,4534278380742928881,1,0,COMPANY
416392138695128498,8832157333627255085,0,0,NONCOMPANY
416995030503333843,5905770410284799518,0,1,NONCOMPANY
416995030503333843,3621815661592590582,1,0,COMPANY
423003643313016679,1529319357629716756,0,1,NONCOMPANY
423003643313016679,3927048820673751359,1,0,COMPANY
423544229243669046,145621050571076445,1,0,COMPANY
423544229243669046,545634041691598633,0,1,NONCOMPANY
426861042731403789,5062112189925099695,1,0,COMPANY
426861042731403789,6611658594605956718,0,1,NONCOMPANY
431196142104148453,8265796416228310478,1,0,COMPANY
431196142104148453,3827733196110245676,0,1,NONCOMPANY
434081577363683894,4039542935466032972,1,0,COMPANY
434081577363683894,1076857405648028301,0,1,NONCOMPANY
434595915985183796,7743350645434642570,1,0,COMPANY
434595915985183796,3146875576361952242,0,1,NONCOMPANY
440691257083590905,4872016124955740890,1,0,COMPANY
440691257083590905,2858473538193161873,0,1,NONCOMPANY
441889618212147319,7074768301115151203,0,1,NONCOMPANY
441889618212147319,3910949895123746007,1,0,COMPANY
442750662763236510,1850156237550315719,0,1,NONCOMPANY
442750662763236510,3276281338345314648,1,0,COMPANY
443161212837013795,229482715867651257,1,0,COMPANY
443161212837013795,1862158237471358967,0,1,NONCOMPANY
443830341957951568,2808703040705708130,0,1,NONCOMPANY
443830341957951568,5781324528142241047,1,0,COMPANY
447534860448798964,3066882316623324775,1,0,COMPANY
447534860448798964,4907649629958481079,0,1,NONCOMPANY
449172644965537585,2623708824984365684,0,1,NONCOMPANY
449172644965537585,1449896109894155139,1,0,COMPANY
452340884899627086,945355376003837609,1,0,COMPANY
452340884899627086,655206482128695699,0,1,NONCOMPANY
453507075719936677,280581394881697924,0,1,NONCOMPANY
453507075719936677,7043809675153717840,1,0,COMPANY
459350147138521319,2921319361839584156,0,1,NONCOMPANY
459350147138521319,7412098452666522085,1,0,COMPANY
467696939146919714,3836583253756467958,1,0,COMPANY
467696939146919714,2855636676351046829,0,1,NONCOMPANY
468835535692527753,6044149830129692051,1,0,COMPANY
468835535692527753,7005487420091059740,0,1,NONCOMPANY
471760047992893775,2648143835457077468,1,0,COMPANY
471760047992893775,2962421757057241089,0,1,NONCOMPANY
472438113593420949,8017130184845240407,0,0,NONCOMPANY
472438113593420949,5472809860259877109,1,0,COMPANY
473979862872593023,2956838217884069899,0,1,NONCOMPANY
473979862872593023,8955969312871270621,1,0,COMPANY
475001402500343553,2878098279265856781,0,1,NONCOMPANY
475001402500343553,579910837874560006,1,0,COMPANY
475203824478969544,8662615198924207344,1,0,COMPANY
475203824478969544,2461473267297117010,0,1,NONCOMPANY
477804177589321359,4806997887605365328,1,0,COMPANY
477804177589321359,3734771634323562466,0,1,NONCOMPANY
478696454265860128,2226101921146472825,0,1,NONCOMPANY
478696454265860128,2782606857783298318,1,0,COMPANY
482074433960729721,9210751829549337418,1,0,COMPANY
482074433960729721,4251019868136677198,0,1,NONCOMPANY
482398366994714726,2249289792331480849,1,0,COMPANY
482398366994714726,5881660465849018423,0,1,NONCOMPANY
482662120412534491,2614694400704195436,1,0,COMPANY
482662120412534491,4779951064980266540,0,1,NONCOMPANY
486574163682321918,3203871305385153445,1,0,COMPANY
486574163682321918,6713872814525701909,0,1,NONCOMPANY
488617971484734906,275239689532455471,0,1,NONCOMPANY
488617971484734906,525048824948574368,1,0,COMPANY
489518668957520039,818903944868220836,1,0,COMPANY
489518668957520039,5924090742153540841,0,0,NONCOMPANY
490216599410308918,3489219342805644628,0,1,NONCOMPANY
490216599410308918,6496667618519637250,1,0,COMPANY
490913723191523620,4568893525354494688,0,1,NONCOMPANY
490913723191523620,7165716313131690044,1,0,COMPANY
490937958915022082,8854606620383057862,0,1,NONCOMPANY
490937958915022082,8485113423469490527,1,0,COMPANY
494650030476785611,6220340429585985038,0,1,NONCOMPANY
494650030476785611,6450969225889257701,1,0,COMPANY
494903440930749024,5940931365791300895,1,0,COMPANY
494903440930749024,1583816321084148133,0,1,NONCOMPANY
497466510930655347,2010804596583169456,1,0,COMPANY
497466510930655347,8576462141363691694,0,1,NONCOMPANY
504125521758991089,6935535442510915351,1,0,COMPANY
504125521758991089,7889061613373947100,0,1,NONCOMPANY
507105504214719675,1639549590990142647,1,0,COMPANY
507105504214719675,8065973725215435415,0,1,NONCOMPANY
508944632230504340,2219792026361666212,0,1,NONCOMPANY
508944632230504340,7644345057569530004,1,0,COMPANY
512016433216339018,7467814626817814430,1,0,COMPANY
512016433216339018,7781470084962232536,0,1,NONCOMPANY
512703803739683684,5211169322753816578,0,1,NONCOMPANY
512703803739683684,8279651367579133437,1,0,COMPANY
513984980313581054,3970822405457916376,0,1,NONCOMPANY
513984980313581054,4287424974626411533,1,0,COMPANY
516372207022272935,6774831504250347733,1,0,COMPANY
516372207022272935,2362112155202991730,0,1,NONCOMPANY
521140764490028613,3323684794137904486,0,1,NONCOMPANY
521140764490028613,2963999660444240187,1,0,COMPANY
523416922019636504,6734378822182468346,1,0,COMPANY
523416922019636504,4272128873649666277,0,1,NONCOMPANY
523820338689190621,3896977799654351402,1,0,COMPANY
523820338689190621,7043245420379324322,0,1,NONCOMPANY
524225077520931253,26988176412898022,1,0,COMPANY
524225077520931253,1317163158362306750,0,1,NONCOMPANY
534391282904019821,6908789333388349267,1,0,COMPANY
534391282904019821,8370678373891255484,0,1,NONCOMPANY
539522425272586714,4430915637674294692,0,1,NONCOMPANY
539522425272586714,4682030600107281406,1,0,COMPANY
540116395082030122,8201503609358818226,0,1,NONCOMPANY
540116395082030122,7865030144237361976,1,0,COMPANY
541030571636866547,2368785542841599468,0,1,NONCOMPANY
541030571636866547,4537153534235029549,1,0,COMPANY
547900341606650041,4814491163762816725,1,0,COMPANY
547900341606650041,2696198416492004384,0,1,NONCOMPANY
551654286494887087,6012222617985046924,0,1,NONCOMPANY
551654286494887087,4116860172561694731,1,0,COMPANY
552862115768126737,5304191405940352733,1,0,COMPANY
552862115768126737,8815341713822847418,0,1,NONCOMPANY
554653302955157398,1038407071533882438,1,0,COMPANY
554653302955157398,5779665928654033194,0,1,NONCOMPANY
555974945897914295,5687573434805400711,0,1,NONCOMPANY
555974945897914295,8068702016250634278,1,0,COMPANY
562326778673450083,4312636748224970066,0,1,NONCOMPANY
562326778673450083,3507468263657732020,1,0,COMPANY
563231757284295728,8225352307694825521,0,1,NONCOMPANY
563231757284295728,3250938471677213081,1,0,COMPANY
569385289156320436,8813822546326822322,1,0,COMPANY
569385289156320436,537330335211052453,0,1,NONCOMPANY
570686077393058228,178788486085240983,1,0,COMPANY
570686077393058228,2100756376600173422,0,1,NONCOMPANY
580366503221933424,3910960976962867460,1,0,COMPANY
580366503221933424,9027402406419783790,0,1,NONCOMPANY
581421155913967848,6218316701030548789,0,1,NONCOMPANY
581421155913967848,3418897938718409137,1,0,COMPANY
585054813266910365,8257946562144714744,0,0,COMPANY
585054813266910365,5622545659574265413,0,1,NONCOMPANY
585245561912875778,6428780618594398231,0,1,NONCOMPANY
585245561912875778,737753206729695235,1,0,COMPANY
589137586042962934,5129282551955082173,1,0,COMPANY
589137586042962934,6319619757630680715,0,1,NONCOMPANY
589396905329947675,8760511160010972927,0,1,NONCOMPANY
589396905329947675,3080584203524585067,1,0,COMPANY
597014512737224983,9179806863619209270,0,1,NONCOMPANY
597014512737224983,8903121663704698176,1,0,COMPANY
601061895599737096,5152745711524615905,0,1,NONCOMPANY
601061895599737096,6729535267663374838,1,0,COMPANY
601921598370432388,3067297204359152972,1,0,COMPANY
601921598370432388,7202812612022770602,0,1,NONCOMPANY
603517807341515822,7833350216271094205,0,1,NONCOMPANY
603517807341515822,5664142641121699260,1,0,COMPANY
604451729449920724,2688147382805085619,1,0,COMPANY
604451729449920724,5244378472617458539,0,1,NONCOMPANY
607506868421292806,5010334143743471866,1,0,COMPANY
607506868421292806,8758357243268504092,0,1,NONCOMPANY
610322119382234881,4143568889801072316,0,1,NONCOMPANY
610322119382234881,8704967477848186093,1,0,COMPANY
612463900144003934,7613552483288546057,1,0,COMPANY
612463900144003934,2949735542195120492,0,1,NONCOMPANY
616227131745151944,5800148694173430295,0,1,NONCOMPANY
616227131745151944,7591966456910285245,1,0,COMPANY
616918264375461793,5296997080942228361,1,0,COMPANY
616918264375461793,5952636903139792089,0,1,NONCOMPANY
617365049570337875,7695297256879849083,1,0,COMPANY
617365049570337875,4031248393842587174,0,1,NONCOMPANY
622665022576967101,6232843550199691901,1,0,COMPANY
622665022576967101,8607634697551594785,0,1,NONCOMPANY
623355000558172434,5976251391238328851,1,0,COMPANY
623355000558172434,8519796554539358610,0,1,NONCOMPANY
623985126231748630,3465511204290251762,1,0,COMPANY
623985126231748630,7503459909437838486,0,1,NONCOMPANY
624321676931479517,6891366641153148770,1,0,COMPANY
624321676931479517,4487560899516525976,0,1,NONCOMPANY
627867874184519343,631340976088274781,0,1,NONCOMPANY
627867874184519343,5557939858634847329,1,0,COMPANY
630926833948121539,1133962705080549019,1,0,COMPANY
630926833948121539,4534751397633444554,0,1,NONCOMPANY
631562307182489622,3287313797307917061,1,0,COMPANY
631562307182489622,4351639769494316303,0,1,NONCOMPANY
631683391295172738,7160965447262043888,1,0,COMPANY
631683391295172738,3920877954288027470,0,1,NONCOMPANY
632437921827010494,8912719244591398304,1,0,COMPANY
632437921827010494,6365947238608238117,0,0,NONCOMPANY
632579923253407874,4311329444934572757,0,1,NONCOMPANY
632579923253407874,5430231167072844100,1,0,COMPANY
633622812806342887,3283789440761599051,1,0,COMPANY
633622812806342887,8296665220171811231,0,1,NONCOMPANY
641682575055639746,1068642819271091323,1,0,COMPANY
641682575055639746,6330051238362753805,0,1,NONCOMPANY
645620438487825108,5055973592147611783,0,1,NONCOMPANY
645620438487825108,3989419721261069319,1,0,COMPANY
646815681900811247,3805813087778634687,0,1,NONCOMPANY
646815681900811247,65371940786985566,1,0,COMPANY
650359358346344431,5890572039921368547,1,0,COMPANY
650359358346344431,3889955377737064788,0,1,NONCOMPANY
651333954273267131,139704462372433730,1,0,COMPANY
651333954273267131,5200367034335713591,0,0,NONCOMPANY
654988584590865266,7520132191061970764,1,0,COMPANY
654988584590865266,6078302948554523010,0,1,NONCOMPANY
655404297014368828,7499881019056133210,1,0,COMPANY
655404297014368828,8437219187644698374,0,1,NONCOMPANY
655581080481932547,1666671390324035599,0,1,NONCOMPANY
655581080481932547,191190550078286519,1,0,COMPANY
656351467312143230,2822552897706418558,0,1,NONCOMPANY
656351467312143230,1966371621798061988,1,0,COMPANY
658265927516906204,7418329584967883307,0,1,NONCOMPANY
658265927516906204,6670899808340015486,1,0,COMPANY
